央视节目,#genre#
湖北卫视,https://migu1.vip-tptv.xyz/migu/738906825?sign=gAAAAABnUrBhlW3_mYXZiVwhnW7n6LTi_94dOiGfYc1uyIb5r70gIjDQa5kah8ziAPmVf_XHDbPQZwB24vSBQdXyNmVIg3zJAJkuagbrHBUG8qNVPvBJYVRFavd9jN3VHsMMv-OetBto8_5M_vwM99t8RFs19VbW7H4dyiRP3HnWSBoaos-RXK7sjs8bLs6oO9VGp1kVyV_D9E2hovSMhTrmX1YbVaYs6w%3D%3D

上海新闻综合,https://migu1.vip-tptv.xyz/migu/651632657?sign=gAAAAABnUrBh5wkDGS200QN_zMVJjsI3Ar-NiUR4IPO9visORUqkBCKF6G-Pv04_Eah6Oui2-DxNhFsC707WI4t4G3C8ZxZ3f9Uvvr20hcKPV8aIEeOUDaulEtTiUK9tKtD0MJZJVwW9pmhCvEuOlK9IDv7FPMAvjdhuBi-4tNS9KDyvmEPNu3RcnSNgFrtMpbDShTUk9HF_gyLQTio7LKT03f9p2oZNRA%3D%3D

上海东方影视,https://migu1.vip-tptv.xyz/migu/617290047?sign=gAAAAABnUrBh2nH6zZpbbcEb5FTRoxrrTQif056N2wJqYUS4WO_ar_xkZE2SpUIgn-zLYyzccA_NhPHnN4wMqeIt3AzVxNQtOtwsrjBApizYxhhOGqd360PoekbFdCLVizSG2YGV1qM2uLd4X2a7-HFyqdez8AVULN5juAGutflcNSyA7THEKz2PDwmGR9wIDugEjZY0OQVwPu8TRTFfd7FGVoCGfX8WUA%3D%3D

上海纪实人文,https://migu1.vip-tptv.xyz/migu/617289997?sign=gAAAAABnUrBhW6TG767pHIAM9zhN2Mj1RMwM_DO0yG8yClRLLQegrsZUR14_ppSoDYZGgXfmSzl8c8onn4Kuw3YYIZpT23-HNwhpdtJGgwWUMS--KJ50Kib7Ws81aS5AJ0498PsAMo9FFdCdPPhGV3sfJTcrJ-NkNq_oADFBynQefncy5KZtoup401UjKPF_OzLWkeGIfqNV4SOIpG1_LRKVfgZAOtvbnA%3D%3D

SiTV 七彩戏剧,https://migu1.vip-tptv.xyz/migu/796071456?sign=gAAAAABnUrBhMeqxdUq9duxIK4x009R4HgoTfuXO3qDHL0DacMJaV5RKASfFm0C57gCj3duAq5dzokCqjLUFT-oGSR29ug7ARpBGM1D68_s4UB1S4KzzfuTZzDjwhrqAfTz2gXdC_f2nXNXtaED6dkkEQiXmXxS37HxF0VH4WEHD7Fu3UhTfPJmj3mXZKBlNeEnOj1Bp7sHm710vjxFisod4sXgDKFQAAA%3D%3D

SiTV 劲爆体育,https://migu1.vip-tptv.xyz/migu/796071336?sign=gAAAAABnUrBhIV_Yyfts_Tgq0PRWlgzVChcsT895OLNWC3wny5v1EdnwI_LNr-ch93VlKt6Nn710yJsgdupPtuApTsuNBhFbReci2EP-3JukEk-3TSf9f6aySu0Gu0QXjQIl0AMxinq6tzBhbBYuNFeIUdTkQXhFhlXKKghBD43DMAcZKA6UU5dAz1fWnvD6ZMLY2UALlko3hDc5wAKBoSln_Vd8om8l2g%3D%3D

SiTV 魅力足球,https://migu1.vip-tptv.xyz/migu/796070308?sign=gAAAAABnUrBhGVhZZfzKVFpj3GDn5qxYTBwxH1e63X92jfE9u3mZXTrzoVdzOs0SrZdIccXEeTNB4AW0DyjBEQcAwuARjomqaqXTzbTgpMogGjLjIg-8CEV6pYr68k8dilb34BODWJaHCQFL1z7tu7MjBJDLhCJUnSierTJamtDvDxvHLnlixsnb6u1i6njXkvV-0Q_i49uLBtSPHYoQ3C2pPWD_NXVXqA%3D%3D

SiTV 法治天地,https://migu1.vip-tptv.xyz/migu/790188943?sign=gAAAAABnUrBhzFoN7wNXExBXcW3SBJ3KeiwKsxbCZHPFyVb4kzI6Ay8RSIcbG_6F2ggkIYvvy5Gw9ueL9-M9pR77X_Y-rgX9oulNmi5Lv8fKeeEh5OR_-FBzOq-la_h2ts2p_FoayNojtpGVkjNxE3eGTgb4cjV_ivuYqGOd5k5_9MdzlKIZkJtuohh30Z8H5EFXDmHlG0dpxT2mWh6pnmQHTriSmsv_4A%3D%3D

SiTV 乐游,https://migu1.vip-tptv.xyz/migu/796070452?sign=gAAAAABnUrBhbls8fdkyNp9OOTy4SqaMJpDdfMNSJMOs4D2zQzVEy5gtu0tYChS_Ct0Ni9VHehmrQcuh7ttiUpdybcv6iLZORNKQ-Ki4dOm3yYNpvB_hACV_46Q-mmpOWnA4CeND5usS-f_udUnv6x4ouYoOE2GSY68hfDK9KiEadODLO0MYcuj7K2HPU8wtafxSeL2gALEfRulUQgo4h6K8m8NEHdUYdg%3D%3D

SiTV 游戏风云,https://migu1.vip-tptv.xyz/migu/790188417?sign=gAAAAABnUrBh7BgrNH74EEBknb3apy6KIuTCLjz4IDLHpfIGh2ko7ZLyzAF-jkZWdLgcZV3nXQKYMxKgblfIRlp-IaIzyw6oVOfRW3l8NWFX6mnpq5KgNKBpaS9jkj3eE42JETNQeJ-CKd-FDowzQnnhuTDC1pGBJo0ELA1M2wvQ14ZetLgeFqSRlMbLwT8noQDpfs0DrjIojFypF86CiKZ1jFPTIMLayQ%3D%3D

四海钓鱼,https://migu1.vip-tptv.xyz/migu/895358641?sign=gAAAAABnUrBh49mmk-uCB6ouibRlLL4eNYGJ0llOVzU6VKo2gY9f28Q2C0u8qvObp2LZK71fbwVDDF6R0vJXGWjhCn8H5Ti9xFgauTUofUsevC1BjaEpwOgm5NTeBnkyYPnxqLoIhgrIDPAOn8uRt9qcgoTo2f9RuHUxzSKsc8NMU6n4JYo9srfU7psRYbN73hup8lGn7JGx85I34gUu-6uFGUPHnhfHXg%3D%3D

CHC 家庭影院,https://migu1.vip-tptv.xyz/migu/644368373?sign=gAAAAABnUrBhw1zsL-JSzVIpWrnxvX9bgSvGrqIZGNOXjNIdtft3VNlD9fJC2VZxrjGAN5N4-8lRgrlszqsC2MgeKG7A1mzJUECeQrFwArfpO4hT7HWILwHUxmTzjpjjsJ6TfxJTyUW_IKTyrfH26x8NDTMUmSK5kRfNkiwKzQRVY-HN_7BaGD67qodycJ5Re5v3K955P-YxBpdMXn1PVledaVKR7RG6Hg%3D%3D

欢笑剧场,https://migu1.vip-tptv.xyz/migu/790187880?sign=gAAAAABnUrBhybPHSSn2as8VJGybqZg4lmPDoq2_kBpGZTMYBcX2G_2D-By6b9AaHRXxHlRul8CS1XNkaE5vVzFILfPUdgAjntQc38b08UPeAmXftsTlYrX-OGc8mD4MovEKlwH4JHCHGiBnR9VAl_fut0Gg3kZub9P3IW--SFfUiln7ZCtLlLhhp7BP-LVUeYImZBslueo3jSWFzLmUDOuHCDmFY7bB_g%3D%3D

NBA 经典,https://migu1.vip-tptv.xyz/migu/788815380?sign=gAAAAABnUrBhVBMfNdPvKzRWhrH2XVwMuR7qsi9iS9QM_rku0U8M9vs7gpephXckSVm1NX7dHukKAFCI-xNtan9ThR9nzBhlBpEmVdW2KqdYFDreH157vRxkbwdQkJq5E5aRrnIm1SMV4LqfetKDgSO0g1fbxOvqJpgC3wtU1OUEBm-62ryZLqU6Sr2EkeHtG_Mw_hcSjiGfMEM003FWVBxKGh2Cy5QneQ%3D%3D

五大联赛经典,https://migu1.vip-tptv.xyz/migu/780288994?sign=gAAAAABnUrBhhmYHU6Vaqkqr0iqEWnZ1TeQd9LpIo_VRZIv17dBdSWchD2hJ497Lj6gZPZKnMvKxRekRtEOY2raWOkduAcWGXnIbpUlF63fGyXgX4AF5otR3t8DWjnalB7HaOw8qpEW1vvTdm1wZyZmejwIhCZrjz8Rp3425JplXUo0F6uoz0abznpa7VII_LPlXgrI2G1UMbCywGXYHUUQN6kpVs-Xz6A%3D%3D

CBA 经典,https://migu1.vip-tptv.xyz/migu/788813182?sign=gAAAAABnUrBh8eO_uSzBkISYt1tO8nsu8BTmGAXZvyTWgHssU0Jszp1kHTFB4frtSOQHFINXzkfeHMjVOUivWoj4mlONooR_gzXnP6udhR4PBZaeeyrnpUHCqKekV2mStor-CeafidDJ7qWxNJOQs8wIaH2zkzilKYBamDVUvSVrn5xkTCWi2v4npf4iRtONGZAthM6ByQ8pxkUNaACNf-bMrh9b6d4ijA%3D%3D

中国足球风云,https://migu1.vip-tptv.xyz/migu/788816794?sign=gAAAAABnUrBh22CB725_L8S-D8a1mZ2mLBy4O9wPMVUre95WNWRUdEujqCq-LBUoqIasLGgriz01xSOy4CFzS96JYntkGzA2D655oWKeo3FO38FyCWkkwKX13MmytrZL1MYgCBlkp2JHCyB9e2qNEXQkRqesCgDVvZFz2WXkKReijmDFdPbc8B_4pJYwdf-lSYKjzw0eAVqzMeeWnrzqZ5QJRDkdZvfprw%3D%3D

UFC 格斗精选,https://migu1.vip-tptv.xyz/migu/788818804?sign=gAAAAABnUrBhA_J9uePCsU_TgEQ6ouYhQ_Q4bnXyTHVIBNIQ8OqcY2cx53PgpAqAp1wY70pJfimvDFLoyyn_zEVTi-sjJx31d8zEJs9fXEh5PWn2Tdi98vfF9on4SL8oLNS42MsSEkLl3kR33sIv2aT1SG11r0TLTlG68slBZDBcT0yi7gdjIYqgHiQMnrS6NzyXEUCXP4IIt1tZpkgbYruYicHBloHN1Q%3D%3D

掼蛋精英赛,https://migu1.vip-tptv.xyz/migu/631354620?sign=gAAAAABnUrBhHGNNXLDL5xR-8VJoCfBXCmuOaNaAXhJdmBVcBNXyUsBUaLDCZfL6ws4NknUPxU-edptviv9JoxPamSwtFY-RtYG0ioaKVhP1zsCKIVYmls9TNpEQH0VPt9al9wT5PpzjFlmKqcDGq-vfMFsXBJ2S9Ouna2OZOOVSfk4wVAVJ3Xup-gJY4Nc0--U74mGedeAR1myBP1rk9H8gZG1glhRsPA%3D%3D

全民乒乓,https://migu1.vip-tptv.xyz/migu/788818045?sign=gAAAAABnUrBh3mm-gU1FqCLX-4uKbm5Ofz_yQ78JcI2KXm_qiDVvS3cbgfqako3aWUkzNjiLYiuw0y1-y5ixpiH6yJCxWue6NHxKG8_zny0FdriNKHu3OJh7DDiejYhDjbZukqFUOpJLHOF9q2M5UtPrbA1_E0sqQgwisW6aCvuHy5uAaMAp-63ebl_GYg1YLasqsqYOgTVKKM3HP0wpdKGHNyjySL9iJA%3D%3D

咪咕24小时体育台,https://migu1.vip-tptv.xyz/migu/654102378?sign=gAAAAABnUrBhOFi40RBATOYedw5JXIriaDgrFX8X8fid-ZN3JixLpXjKBDXL79yoAl7KXhxSikbJZWkhMOMc449x9gyjLDWS3E4q4AZUaJGXFvafqk7uV4AwANPaRtGkuAoF0awrBYYYwpXgxPlVa_f-G-EQvCaY8PB6ekvj6HCRFZz_z2Q_nRcG4zoHL7ltmKl7WIPlpuLnNvSjBTDO9fRb42o3whkv8g%3D%3D

经典香港电影,https://migu1.vip-tptv.xyz/migu/625703337?sign=gAAAAABnUrBhG2nUEGXOvHcgTfgn8IHbIkS3ysO09HqYnqUGEkC0C0FVLGPyuFiPPwWF7wcI-BCOtpWTTf_IYfCqmSjQ7ZsO6YcqAS0DqMRYa5EwgK9uHxg51FIp4TFJaUBu7-e72Nnqf2EDKmGSfgyPtnvzKIKWa5pIfP1VV2c5CvFhk34C-OI_B8sAxTtNAE_J7LqOp1F2jQEPRwVmfUEYTtCVQZlBGQ%3D%3D

军事迷必看大片,https://migu1.vip-tptv.xyz/migu/617432318?sign=gAAAAABnUrBhQQK7gwCMsVJwp90gD7aOJaf7BysQwcms88XYZWPPPLU7aabS89lzcbu-iSk6ig58uHXxJ8KH1g9STwHAIuLh5ecKbMghZGzIRTcYm0XET24EeoWdT7UKByDmDHP4zaP1T-GPlMSK74uWwzzej6Cp_ptco4mSjWZY_T-ajOJ8UZ9BQ2S-a1_65unm5c7D6t57TEe3v6NLIcMgTV6rOLCQJw%3D%3D

新片放映厅,https://migu1.vip-tptv.xyz/migu/619495952?sign=gAAAAABnUrBhLIn1FDw08STn_tylNlJVgb1w2HPtdGifODd1VIdI3ZonBYLBoRSCBHYOvqpiKS5m9AI9Y-9oddMITy906c9DZtOblRR4rJ1ljiTpYFnOPuZ9czB8Jls0oqBzkjGLzOtmy6WBpVPjdYYmRvAg6Vz98_moyljk_0Cyj7I6RWX70LHfalmQ6-2Q530UChmlxtHpjIdPtmFS1tM7KihG6hUD8g%3D%3D

红色轮播台,https://migu1.vip-tptv.xyz/migu/713600957?sign=gAAAAABnUrBh_PIYiUjdsVmFLNS_GdZyN-69GAEajEy1tVNl9yY7_2JBjoXf5wJhlUujCkFvYwFWzFb3xl5Q_B0gz535PXsCb2UEigOtU02z8RqosOFCJtVhvNADXxS62jlMuhf3d9Zb-92abIFhuHq2a6ZDxz9YfruarZ2oTHNGuDkYu3CpdAB4YXjldk4fDEG3zRZ4RkDqdn2lZSf0-ju6y6nj7DYfWw%3D%3D

金色剧场,https://migu1.vip-tptv.xyz/migu/713591450?sign=gAAAAABnUrBh99y-_kZrjM0TyNLZhj41IWCTKI13U3I5NBWdA5xwb5Is9L6ldN6mLA3Y5ci8_He2qdOAzx6nOaQzYcfZsZ4zokSvuoQSloZPqotljifpWKmHVOGwo_iYY_wNGes7COtWe627YgrVvHm7aTERhZPA08GFAEa3OlqsS_Iyjr7je7Zgsm6t_fQveD0UHuvBkj2oLlnOm--d-rzHKinhcIN6lg%3D%3D
CCTV1,http://z.b.bkpcp.top/m.php?id=cctv1
CCTV2,http://z.b.bkpcp.top/m.php?id=cctv2
CCTV3,http://z.b.bkpcp.top/m.php?id=cctv3
CCTV4,http://z.b.bkpcp.top/m.php?id=cctv4
CCTV4欧洲,http://z.b.bkpcp.top/m.php?id=cctv4o
CCTV4美洲,http://z.b.bkpcp.top/m.php?id=cctv4m
CCTV5,http://z.b.bkpcp.top/m.php?id=cctv5
CCTV5+,http://z.b.bkpcp.top/m.php?id=cctv5p
CCTV6,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=m3u8
CCTV6,http://z.b.bkpcp.top/m.php?id=cctv6
CCTV7,http://z.b.bkpcp.top/m.php?id=cctv7
CCTV8,http://z.b.bkpcp.top/m.php?id=cctv8
CCTV9,http://z.b.bkpcp.top/m.php?id=cctv9
CCTV10,http://z.b.bkpcp.top/m.php?id=cctv10
CCTV11,http://z.b.bkpcp.top/m.php?id=cctv11
CCTV12,http://z.b.bkpcp.top/m.php?id=cctv12
CCTV13,http://z.b.bkpcp.top/m.php?id=cctv13
CCTV14,http://z.b.bkpcp.top/m.php?id=cctv14
CCTV15,http://z.b.bkpcp.top/m.php?id=cctv15
CCTV16,https://stream1.freetv.fun/f5e0459fd9f11d93ac18af88196997db1c71aeb6d27ce1bd24faccb628652629.m3u8
CCTV17,http://z.b.bkpcp.top/m.php?id=cctv17
家庭影院,http://z.b.bkpcp.top/m.php?id=jtyy
东方影视,http://z.b.bkpcp.top/m.php?id=shys
陕西卫视,http://z.b.bkpcp.top/m.php?id=sxws
湖北卫视,http://z.b.bkpcp.top/m.php?id=hubws
江西卫视,http://z.b.bkpcp.top/m.php?id=jxws
江苏卫视,http://z.b.bkpcp.top/m.php?id=jsws
广东卫视,http://z.b.bkpcp.top/m.php?id=gdws
游戏风云,http://z.b.bkpcp.top/m.php?id=yxfy
七彩戏剧,http://z.b.bkpcp.top/m.php?id=qcxj
欢笑剧场,http://z.b.bkpcp.top/m.php?id=hxjc
劲爆体育,http://z.b.bkpcp.top/m.php?id=jbty
魅力足球,http://z.b.bkpcp.top/m.php?id=mlzq
中国移动ITV,#genre#
4K影院 20M,http://39.134.136.161:6610/000000001000/6000000003000004748/index.m3u8?livemode=1&stbId=1213&channel-id=wasusyt&Contentid=6000000003000004748
CCTV16 4K 12M,http://39.134.136.161:6610/000000001000/5000000008000023254/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000008000023254
华数4K 15M2160,http://39.134.136.161:6610/000000001000/2000000004000000014/index.m3u8?livemode=1&stbId=10&channel-id=hnbblive&Contentid=2000000004000000014
纯享4K 20M,http://39.134.136.161:6610/000000001000/1000000004000011651/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000004000011651
足球联赛16,http://39.134.136.161:6610/000000001000/3000000010000005180/index.m3u8?livemode=1&stbId=2&channel-id=FifastbLive&Contentid=3000000010000005180
欢笑剧场4K 12M,http://39.134.136.161:6610/000000001000/5000000007000010001/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000007000010001
足球联赛12,http://39.134.136.161:6610/000000001000/3000000010000015686/index.m3u8?livemode=1&stbId=2&channel-id=FifastbLive&Contentid=3000000010000015686
CCTV1 4M,http://39.134.136.161:6610/000000001000/1000000001000021973/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000021973
CCTV1 4M,http://39.134.136.161:6610/000000001000/5000000010000030810/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000030810
CCTV1 5.5MHEVC,http://39.134.136.161:6610/000000001000/1000000005000265001/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265001
CCTV1 7.5M,http://39.134.136.161:6610/000000001000/5000000004000002226/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000002226
CCTV1 8M,http://39.134.136.161:6610/000000001000/1000000001000018602/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000018602
CCTV1 8M,http://39.134.136.161:6610/000000001000/6000000001000029752/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6000000001000029752
CCTV2 4M,http://39.134.136.161:6610/000000001000/1000000001000012442/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000012442
CCTV2 5.5MHEVC,http://39.134.136.161:6610/000000001000/1000000005000265002/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265002
CCTV2 8M,http://39.134.136.161:6610/000000001000/1000000001000023315/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000023315
CCTV2 8M,http://39.134.136.161:6610/000000001000/6000000001000014161/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6000000001000014161
CCTV2 8M,http://39.134.136.161:6610/000000001000/5000000011000031101/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031101
CCTV3 4M,http://39.134.136.161:6610/000000001000/1000000001000011218/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000011218
CCTV3 4M,http://39.134.136.161:6610/000000001000/5000000002000020548/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000002000020548
CCTV3 5.5MHEVC,http://39.134.136.161:6610/000000001000/1000000005000265003/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265003
CCTV3 6.8M,http://39.134.136.161:6610/000000001000/5000000004000008883/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000008883
CCTV3 8M,http://39.134.136.161:6610/000000001000/1000000001000013682/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000013682
CCTV3 8M,http://39.134.136.161:6610/000000001000/6000000001000022313/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6000000001000022313
CCTV4 4M,http://39.134.136.161:6610/000000001000/1000000002000031664/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000031664
CCTV4 5.5MHEVC,http://39.134.136.161:6610/000000001000/1000000005000265004/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265004
CCTV4 8M,http://39.134.136.161:6610/000000001000/5000000011000031102/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031102
CCTV5 12M,http://39.134.136.161:6610/000000001000/1000000005000025222/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000025222
CCTV5 4M,http://39.134.136.161:6610/000000001000/1000000003000030177/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000003000030177
CCTV5 4M,http://39.134.136.161:6610/000000001000/1000000001000004794/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000004794
CCTV5 4M,http://39.134.136.161:6610/000000001000/5000000001000026930/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000001000026930
CCTV5 4M,http://39.134.136.161:6610/000000001000/5000000010000016619/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000016619
CCTV5 5.5MHEVC,http://39.134.136.161:6610/000000001000/1000000005000265005/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265005
CCTV5 6.8M,http://39.134.136.161:6610/000000001000/5000000004000008885/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000008885
CCTV5 8M,http://39.134.136.161:6610/000000001000/6000000001000016431/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6000000001000016431
CCTV5+ 4M,http://39.134.136.161:6610/000000001000/1000000001000020505/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000020505
CCTV5+ 5.5MHEVC,http://39.134.136.161:6610/000000001000/1000000005000265016/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265016
CCTV5+ 8M,http://39.134.136.161:6610/000000001000/1000000001000018504/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000018504
CCTV5+ 8M,http://39.134.136.161:6610/000000001000/6000000001000015875/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6000000001000015875
CCTV5+ 8M,http://39.134.136.161:6610/000000001000/5000000011000031127/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031127
CCTV6 4M,http://39.134.136.161:6610/000000001000/1000000001000016466/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000016466
CCTV6 4M,http://39.134.136.161:6610/000000001000/5000000010000018433/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000018433
CCTV6 5.5MHEVC,http://39.134.136.161:6610/000000001000/1000000005000265006/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265006
CCTV6 6.8M,http://39.134.136.161:6610/000000001000/5000000004000008886/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000008886
CCTV6 8M,http://39.134.136.161:6610/000000001000/1000000001000001737/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000001737
CCTV6 8M,http://39.134.136.161:6610/000000001000/6000000001000004574/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6000000001000004574
CCTV7 4M,http://39.134.136.161:6610/000000001000/1000000001000017218/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000017218
CCTV7 5.5MHEVC,http://39.134.136.161:6610/000000001000/1000000005000265007/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265007
CCTV7 8M,http://39.134.136.161:6610/000000001000/1000000001000024341/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000024341
CCTV7 8M,http://39.134.136.161:6610/000000001000/6000000001000009055/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6000000001000009055
CCTV7 8M,http://39.134.136.161:6610/000000001000/5000000011000031104/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031104
CCTV8 4M,http://39.134.136.161:6610/000000001000/5000000010000018377/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000018377
CCTV8 5.5MHEVC,http://39.134.136.161:6610/000000001000/1000000005000265008/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265008
CCTV8 6.8M,http://39.134.136.161:6610/000000001000/5000000004000008888/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000008888
CCTV8 8M,http://39.134.136.161:6610/000000001000/1000000001000003736/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000003736
CCTV8 8M,http://39.134.136.161:6610/000000001000/1000000001000031433/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000031433
CCTV8 8M,http://39.134.136.161:6610/000000001000/6000000001000001070/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6000000001000001070
CCTV9 4M,http://39.134.136.161:6610/000000001000/1000000001000028286/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000028286
CCTV9 4M,http://39.134.136.161:6610/000000001000/5000000010000018384/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000018384
CCTV9 5.5MHEVC,http://39.134.136.161:6610/000000001000/1000000005000265009/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265009
CCTV9 8M,http://39.134.136.161:6610/000000001000/1000000001000014583/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000014583
CCTV9 8M,http://39.134.136.161:6610/000000001000/6000000001000032162/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6000000001000032162
CCTV10 2.5M,http://39.134.136.161:6610/000000001000/1000000001000026367/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000026367
CCTV10 4M,http://39.134.136.161:6610/000000001000/5000000010000016738/index.m3u8?livemode=1&stbId=3&channel-id=bestzb&Contentid=5000000010000016738
CCTV10 5.5MHEVC,http://39.134.136.161:6610/000000001000/1000000005000265010/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265010
CCTV10 8M,http://39.134.136.161:6610/000000001000/1000000001000023734/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000023734
CCTV10 8M,http://39.134.136.161:6610/000000001000/6000000001000031506/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6000000001000031506
CCTV10 8M,http://39.134.136.161:6610/000000001000/5000000004000012827/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000012827
CCTV11 4M,http://39.134.136.161:6610/000000001000/1000000002000019789/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000019789
CCTV11 4M,http://39.134.136.161:6610/000000001000/5000000006000040011/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000006000040011
CCTV11 5.5MHEVC,http://39.134.136.161:6610/000000001000/1000000005000265011/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265011
CCTV11 8M,http://39.134.136.161:6610/000000001000/5000000011000031106/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031106
CCTV12 2.5M,http://39.134.136.161:6610/000000001000/1000000001000001640/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000001640
CCTV12 5.5MHEVC,http://39.134.136.161:6610/000000001000/1000000005000265012/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265012
CCTV12 8M,http://39.134.136.161:6610/000000001000/1000000001000032494/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000032494
CCTV12 8M,http://39.134.136.161:6610/000000001000/6000000001000022586/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6000000001000022586
CCTV12 8M,http://39.134.136.161:6610/000000001000/5000000011000031107/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031107
CCTV13 4M,http://39.134.136.161:6610/000000001000/1000000002000021303/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000021303
